userName,score,at,content
hanii atul,1,2026-05-09 18:09:25,"aplikasi nya saya udah pakai bertahun"" dan baik pelayanan nya,,tapi 1 bulan yang lalu saya memesan barang, sampai sekarang belum sampai,awalnya stuck aja 5 hari,terus udah 3 Minggu pas di cek udah kurir sedang menuju alamatmu,tapi aku tungguin ga ada kurir yg Dateng lohhh,harusnya kurir konfirmasi ngechat dulu kan bisa,ahirnya karna cape nunggu keesokan hari nya aku ke j&t nya katanya paket aku ga ada,aku cek di bagian lacak pesanan status nya kurir sedang ditugaskan selama 3 hr tp blm dateng"
Fajar Fadilah,5,2026-05-09 18:08:39,mantul
Opis Fis,1,2026-05-09 18:04:36,"yang di butuhkan itu jawaban dan perbaikan, bukan malah bertele tele doang eh malah tak ada hasilnya"
nunosatriani/ OZZ,5,2026-05-09 18:04:35,"membantu sangatt...produk berkualitas,,bisa di andalkan.."
Aida Fitria ningsih,5,2026-05-09 18:04:01,bagus
Opias,1,2026-05-09 18:03:30,setiap bertanya ke customer service tidak pernah mendapatkan solusi
Oriza Prawinata,3,2026-05-09 18:03:30,"shopee saya ga bisa cod🥹 udah mau 50 hari ini semenjak engga bisa cod karena paket saya batalkan, tapi saya batalkan karena saya lagi dikampung,udah saya tanya kurir nya mau saya jemput paketnya sebelum berangkat pulkam gabisa katanya, sedih ni dari habis lebaran mau co gabisa duitnya udah habis sekarang"
MASTER LEGEND Im NUR,1,2026-05-09 18:00:37,iklan lu dimana mana ganggu di chorme ada lu di mana mana intinya ganggu banget
Ayu,2,2026-05-09 17:58:55,"Ada gila2nya shopee ni, pengirimannnya kenapa bisa lama sekali? heran"
Zhafira Nirmala Ilham,4,2026-05-09 17:57:03,tpi pketnya lama banget sampainya
Elok Suci,5,2026-05-09 17:56:10,puas
Boneng Bodoh,2,2026-05-09 17:55:16,"saya senang dan juga sering belanja di Shopee, tetapi ada satu hal yang bikin saya KESAL BANGET sama Shopee yaitu IKLANNYA ITU mengganggu konten yang ingin saya lihat seperti saat saya hendak memencet link di google tiba tiba saja masuk ke aplikasi Shopee nya dan juga susah untuk keluar dan itu SANGAT SANGAT MENGGANGGU saya, tolong lah developer nya di kondisi kan itu aplikasi 🙏🏻 terimakasih, nanti saya kasih bintang 5 deh klo udah di perbaiki"
Muhammad Anwar,2,2026-05-09 17:53:03,"pengiriman sekarang sangat buruk, molor berhari-hari dari estimasi"
reni verayunita,4,2026-05-09 17:52:35,"buat shopee sarannya cuma di kurir sih,karena masih ada kurir yang suka lebih in nominal dan gx ada kembalian,udah kena biaya layanan mahal masih dikacangin sama kurir,untuk lebihan tergantung individu masing"" tapi etika kerja harus lebih diprioritaskan,saya tau kalau mereka cari seseran dari lebihan bayar cod tapi jangan curang dengan bilang gx ada kembalian tapi besoknya ditagih malah minta lebihan lagi"
wawan setiawan,3,2026-05-09 17:51:43,masa baru kemarin tgl 8 pembaruan sekarang tgl sembilan minta lagi pembaruan
Alesana Screamo,5,2026-05-09 17:51:41,shoope sangat sangat memuaskan
Hasan Gunawan,5,2026-05-09 17:50:58,barang diterima sesuai
Hadi Prakoso,1,2026-05-09 17:50:00,sudah bayar status masih blm bayar
Rubahima Pasi,5,2026-05-09 17:49:31,bagus nih jadiiiiiisb
Sal Man,5,2026-05-09 17:48:09,Aplikasi yang sangat bermanfaat.
Adistya C Nugroho,5,2026-05-09 17:45:38,"Bintang 5 ini bukan sekadar pujian tapi kritik dari saya pribadi. Selama saya pakai Shopee, saya lihat kurir SPX express sangat profesional melakukan profesinya. namun untuk kali ini, saya kecewa total. Saya ada di rumah, nomor hape aktif gak di silent tapi paket dibatalkan karena hal sebaliknya. Malah paket tersebut dikembalikan. Bagaimana solusinya? saya muak dengan sifat tidak profesional seperti ini. Mohon ditindaklanjuti."
Reztya Oyrm,1,2026-05-09 17:44:32,"Penanganan masalahnya tidak diberi kejelasan, pelayanan CS sangat buruk"
Riki Kiki,1,2026-05-09 17:44:04,"paket saya stuck udah setengah bulan udah komplain berkali-kali cuma di tanggepin doang, tapi setatus pesanan ngga berubah, tolong di perbaiki lagii"
Yayan281 Erly,1,2026-05-09 17:43:22,"Mohon Maaf Sebelumnya Aplikasi Shopee Indonesia ini Sebenarnya Sudah Cukup Bagus, Karena Menyediakan SPaylater dan Spinjaman Karena Sangat Membantu Untuk Transaksi Saya, Dalam Hal Transaksi Pembayaran Online, Tapi Saya Sangat Kecewa Dengan Aplikasi SPaylater ini, Karena Saya Sudah Bayar Tagihan Tapi Tidak Bisa Menggunakan Fitur ini lagi, Mohon Pihak Shopee Lebih Memperhatikan Peraturan Yang Ada, Jangan Sampai Pelanggan atau Pengguna Aplikasi ini Kecewa, Saya sudah lama menggunakan Aplikasi ini?"
Fahmii,2,2026-05-09 17:39:01,hama bet setiap muncul iklan apk ini pasti selalu susah buat keluar dari iklannya
Gugu Bar,2,2026-05-09 17:38:46,diskon tidak bisa dipakai
Medi Kabut,5,2026-05-09 17:37:16,Bagus
Maulida Zahwa wahyudi,5,2026-05-09 17:34:29,"ini aplikasi membantu banget, aku mau beli barang jadi nggak ribet bagus juga, aman banget, aplikasinya udah terpercaya THANKYOU 👍🏻"
Rahmad Setiyo Budi,1,2026-05-09 17:34:14,"pelayanan dalam pengembalian HAK konsumen saangat mengecewakan dan tidak baik. pengajuan dana refund tiket peswat saya dari tanggal 5 februari 2026 - 9 Mei 2026 belum juga di kembalikan. kalian menahan hak hak konsumen. TIM SHOPEE BINATANG TIDAK BERTANGGUNG JAWAB SAMA SEKALI, MENAHAN HAK KONSUMEN DAN MEMAKAN YANG BUKAN HAK MEREKA. APLIKASI SEPERTI SEHARUSNYA DI HAPUS SAJA. SANGAT MERUGIKAN."
endog ceplok ceplok,5,2026-05-09 17:32:43,bagus aja si
Pegiprastika Melati,5,2026-05-09 17:31:13,shopeee krennn
Khairunnazmi Yunna,3,2026-05-09 17:29:21,tolong sistem nya di benerin. dan juga kalo pesanan nya mau di kirim ke rumah. kurir nya harus ngechat atau kasih kabar. takut nanti kalo gak ada orang di rumah kalo paket nya COD. ini paket nya mau datang pas gak ada orang nya. kurir nya juga gak ngabarin
Erry z,5,2026-05-09 17:27:29,belanja macam macam
Indra Budi Supriyatna,5,2026-05-09 17:27:16,"Selama ini saya memakai/menggunakan platform belanja online, hanya Shopee yang tidak pernah mengecewakan saya ,yang lain payah dah..."
Salma Farzana,5,2026-05-09 17:26:45,harganya sangat murah dan tidak bohong
Fiqi Fiqi,5,2026-05-09 17:26:21,baik'
Cinta Abadi,5,2026-05-09 17:23:38,sangat baik
Kampeng bta22,5,2026-05-09 17:21:51,mudah amanah dan gak ribet
Fahmi Aflah Aufa,1,2026-05-09 17:20:36,aplikasi ini suka bermasalah dan suka spam. Kebijakan returnnya pun gk jelas
kd mr,1,2026-05-09 17:19:43,"udah 2 Minggu barang belum sampe, kesel banget"
Purnama Jeto,4,2026-05-09 17:17:36,ok
FADILAH VBS,3,2026-05-09 17:17:02,shopee anehh apk aneh
SUTENDI_07,5,2026-05-09 17:15:44,Terima kasih shopee....🙏🙏🙏🙏🙏 aplikasi nya sangat Membantu kebutuhan sehari hari Kamis..... Semoga Shopee tetap Sukses dan selalu terdepan....
Sinta Bella,1,2026-05-09 17:15:14,baru kali ini kecewa banget pesen cushion refil nya malah datang bedak tabur ngga jelas tnpa merek
War Sini,2,2026-05-09 17:13:54,"pecah koin gak bernilai cuma perak an,minimal kasih seharga sebiji permen lah🥲"
Isabella Dewi Anjani,5,2026-05-09 17:13:54,murah
Leonard Lorenzo,5,2026-05-09 17:13:18,UIH MENGERIKAN 😅
Andarti Pujiastuti,5,2026-05-09 17:13:06,alhamdulillah...selalu dapat harga murah
Defri Chan,5,2026-05-09 17:11:27,terimakash
Marina,5,2026-05-09 17:10:49,cocok tau
Par Toba,1,2026-05-09 17:10:02,jasa pengiriman spxnya ⭐️ 👎👎👎👎👎
The Games,1,2026-05-09 17:09:39,"Shopee sangat sensitif dan tidak relevan apalagi terhadap affiliate pemula sering kali dipersulit bahkan dipermainkan, mulai dari akun dibatasi, tidak bisa upload SV, share link tiba-tiba akun dinonaktifkan padahal aturannya sendiri suruh share link, bahkan lebih parahnya akun mudah dibanned permanen gara-gara masala kecil itupun sekali, bukannya dikasih peringatan main blokir aja tiba-tiba. Saran mending e-commerce lainnya lebih baik, untuk affiliate jauh lebih baik ditiktok."
Karunia Simanjuntak,5,2026-05-09 17:08:59,Bagus
fifaa z,5,2026-05-09 17:07:23,"shopee, tolong kasih nomor kurir di bagian pengantaran, karena kalo pesenan yang ga cod pasti dikirimnya lambat, pdhl status udah diantar kurir, pdhl kalo cod pasti lgsg dianter. tolong ya pihak shopee, kalo gini jadi ga bisa ngehubungin kurirnya"
Aditya Muhamad nuron,2,2026-05-09 17:07:04,kulir nya lelet semua bjur lah
Yuvi Andriansah,2,2026-05-09 17:05:06,Mantap
Atar Yoman,5,2026-05-09 17:04:55,bagus
Drajat Sumba,5,2026-05-09 17:03:55,shopee emang jos pesanan sesuai
Inung Nung,5,2026-05-09 17:02:33,Bagus
Fahmie Archam,1,2026-05-09 17:01:34,"produk di beranda ga sesuai yang diminati. padahal udah search produk yg kita minati tapi tetep itu2 aja yg direkomendasikan. mau cek in biar dapet poin aja lemotnya minta ampun, harus berulang kali nge refresh."
Yusup Sabilla,5,2026-05-09 16:55:23,sangat sangat Rekomendasi
Sur Adi,3,2026-05-09 16:55:13,ok
pulzis,2,2026-05-09 16:52:26,"Saya mesen barang di akun baru kok malah ke blok yaa? Udah bayar padahal loh, emg si blom verif email si tapi kan udah ada nomor telpon.. Kenapa gabisa yaa? Duit saya gimna itu"
Raditya Sallmun,5,2026-05-09 16:51:13,sangat Puas Pakai Apl.Shoopie TDK Ribet. pokoknya Muantaaap betul..👍👍👍👍
Christiano 29,1,2026-05-09 16:49:14,Kurirnya busuk .. paket gak dianter malah ditinggal dirumah .. diambil kantor gak bisa
Nathania may,4,2026-05-09 16:48:39,"Dear shopee,,, Tolong yaa kalau mau pake Spaylater,,rincian tambahan biaya penanganan(bunga bank) nya ditaruh difaktur,,jangan belakangan gitu,,biar jelas padat dan woke Biar tidak terkaget kaget shopee"
Ndoro Meneer,5,2026-05-09 16:48:13,Ok
Hamdani Naibaho,1,2026-05-09 16:45:36,banyak merek yg di cari tidak kelihatan. seperti pedro. yang di tampilkan malah merek lain.
Imam Turmudi,4,2026-05-09 16:44:35,"skrg mb ny nambah besar ya,di hapesaya lemot bgt ,skrol2 pilih2lemot bgt,turunin lg mb y ,biar ga lemot......"
Fuat Ridwan,5,2026-05-09 16:43:40,suiiipp
Cipta moderen Landscape,1,2026-05-09 16:38:32,"saran saya untuk masyarakat Indonesia mending jangan download shope atau pakai shope bagi penjual maupun pembeli CS nya nggk bisa nyari solusi ketika akun terdapat kendala masalah pada apk , kalian punya otak yang pintar pakai Tokopedia tiktokshop saja beli sesuatu tidak ribet jadi penjual pun tidak sulit kayak aplikasi shopee ini saya benar benar kecewa saya meluapkan amarah saya hanya melalui comentar di apk ini agar masyarakat Indonesia pada tau buruknya apk shope ini"
Syamsul Arifin,5,2026-05-09 16:37:14,bagus
Rizki Ramadani,5,2026-05-09 16:31:01,"aplikasinya bagus, bagus"
Trijawati I,5,2026-05-09 16:24:29,sangat bagus puas dengan pelayananya
Rafani Weni,5,2026-05-09 16:18:42,goooddd
Abu Uzair Jauhari,5,2026-05-09 16:17:24,Alhamdulillah.. Aplikasi ini memudahkan kita utk mendapatkan barang yg kita inginkan sesuai dgn kemampuan. intinya memudahkan kita berbelanja terkhusus bagi orang yg tdk pandai menawar barang seperti saya
Dewi Nadya,5,2026-05-09 16:15:54,sangaaaaaaat puas dgn sopiee
Selamet Apriyadi,1,2026-05-09 16:15:16,pengembalian barang dan dana nya ribet dan lama bahkan seperti pihak shopee seperti membantu kecurangan seller
Arif Bella,5,2026-05-09 16:15:06,"seneng banget beli di shopee,selain barang nya bagus harganya juga murah"
Evan,1,2026-05-09 16:09:43,aplikasi gk jelas
Lutfhi Alfarid,1,2026-05-09 16:08:25,susah masukin alaman langsung keluar tanpa ke simpan alamatnya aneh
Sally Gunawan,1,2026-05-09 16:06:49,"Perasaan dulu gw liat nih rating olshop ini 3.8 deh kok sekarang tiba2 jadi 4.7? padahal mah sistemnya ga bagus2 amat, sering error, bahkan sistem aplikasi malah ngawur.. Ini bisa tinggi lagi lu ngebayar playstore yaakk.. Di refresh lg ke rating tinggi.. Permainan kotor.. Bahkan sistem aplikasi pun juga kotor, harga di beranda 25.000 ehh pas di klik ternyata 50.000😐 Ihhh isinya setan apa gmn dah tuhh kok bisa berubah ga jelas.."
kamu jelek,5,2026-05-09 16:06:19,bagus
Hasan Sobri,5,2026-05-09 16:05:59,"kenapa sekarang pengiriman nya agak lambat ya, bisa sampai satu mingguan. biasa nya 3-4 hari sudah nyampe"
Johan Andrianto,2,2026-05-09 16:05:58,pengiriman lama selalu melewati batas estimasi
slamet raharjo,5,2026-05-09 16:05:15,sangat puas
Kupeluk Hatimu,2,2026-05-09 16:04:59,"Saya sebai customer,tolong stiap kurir di treaning supaya lebih sabar menghadapi customer krena itu rssiko pekerjaan. kita belanja bayar pake uang..terkadang kita sbagai customer membeli tidak sesuai tetep kita bayar,meskipun barang di kembalikan juga bisa..tapi terkadang kita lebih memilih untuk menerimanya dan membayarnya."
Asputri Yani,5,2026-05-09 16:03:57,𝔰𝔞𝔫𝔤𝔞𝔱 𝔭𝔲𝔞𝔰
muhammad muhammad,5,2026-05-09 16:03:38,top
Juanda,5,2026-05-09 16:03:19,murah
Saleh S (Aleng),5,2026-05-09 16:02:51,"Sangat bagus,"
Ibu Hasna,5,2026-05-09 16:00:46,mantap
Saka Eka,5,2026-05-09 15:58:37,belanja lebih mudah ngak perlu ribet
AIL ismail,1,2026-05-09 15:51:33,banyak penipuan
jeral friana,5,2026-05-09 15:49:36,good puas banget
Johan si Zombie,1,2026-05-09 15:49:18,"sekarang parah dari pihak Spaylater dan Spinjam,,limit Spaylater 300rb akun gk bisa buat belanja,,padahal bayar tagihan tidak pernah terlambat.bener2 kecewa dan su gguh2 parah dan payah."
Nurhayati Nurhayati,5,2026-05-09 15:48:08,Memudahkan belanja online berbagai kebutuhan dan dapat dipercaya produk²nya tapi ada juga beberapa seller yang kurang berkenan mutu produknya 🙏🙏 sukses sll shopee
Mhd Fitri,5,2026-05-09 15:47:22,puas belanja di shopee🙏😂
Xora,5,2026-05-09 15:45:43,Tolong tambahin folder khusus wishlist (favorit) biar ga ke campur semua barang-barang yang pingin di beli
Faridah Sapri,5,2026-05-09 15:45:04,belanja LEBIH menyenangkan dishopee. Banyak diskonnya LEBIH ngirit waktu juga.
Frica Yudha,5,2026-05-09 15:44:18,"sangat membantu sekali berbelanja di shopee, semakin mudah dan akurat."
Mustakim,4,2026-05-09 15:43:04,terkait opsi stuck pengiriman telat dlm informasi update
Zumba Duduk,1,2026-05-09 15:42:39,terlalu lama dalam pengiriman 5 hari barang Tampa ada pergerakan. management pengiriman berantakan
mariana,3,2026-05-09 15:41:19,"untk apk nya bagus,,tpi jelek di bagian pengirimannya tlng dong sampaikan ke pihak spx kalo cari kurir tu jngn cwek,soalny banyak tingkah udh tau paket itu udah mau 2 minggu di perjalanan eh pas udh datang dan udh mau diantar ke alamat malah gak diantr ke alamt dg alasan hari sudah malam ,orang pesan paket karna butuh kalo gk butuh gk mungkin orang pesan.. padahal udh di wa dri pagi,,siang sampe sore ditanya kpn paketny di antar malah gak dijawab,giliran sdah malam baru dikonfir klo hri sdah mlm"
aurel ia,1,2026-05-09 15:40:13,PENGIRIMAN LAMA BANGET KEK SIPUT SEMINGGUAN BISA BISANYA NYAMPE PAKET GA KEK APLIKASI SEBELAH 2 HARI UDAH DTG JDI MLS MESEN DI SINI TOLONG YA GANTI AJA EKSPEDISI NYA BIAR CEPET
Nurul Aini,5,2026-05-09 15:38:34,barang bagus
Renii AfriyantiReni,3,2026-05-09 15:38:32,"kecewa bgt makin kesinii pket yg hrusnya nympe tgl sekian tpi udh tanggal sekian ga nyampe2 jugaaa,skrg klo mo co juga hrus mikir ribuan kaliii karna lama datang nya padahall keterangan nya udh dihub daerah masing2 tinggal dianterin bahkan 2 hari kemaren posisi pket menuju alamatmu tpi ujung nya gajadi dikirim trus wk."
Nasrullah Ullah,4,2026-05-09 15:37:47,apakah dsini bisa meminjamkan uang kepada orang yang butuh termasuk sya slah 1 nya
TEJA ASSALAM,5,2026-05-09 15:37:44,terimakasih atas pelayanan nya saya Muhammad teja ALMA'RUF
Bang Ost,5,2026-05-09 15:37:12,sejauh ini shopee tenpat belanja ternyaman👍
Thk Mks,5,2026-05-09 15:36:34,Shopee mantap dan super keren🥰🫰
Gabe Simatupang,5,2026-05-09 15:31:24,Kasih banyak terima kasih
Zawil Kiram,5,2026-05-09 15:31:08,aplikasi belanja terbaik nomor satu di Indonesia
Muhammad Alfatir,5,2026-05-09 15:29:17,buat lebih bagus lagi
Astuti Alsetiono,5,2026-05-09 15:28:31,"paket pengiriman cepat.sesuai estimasi,aman,konfirmasi kdtangan paket.toko toko yg amanah."
Nazril Syahputra,5,2026-05-09 15:27:23,apk ini sangat memuaskan aku suka
Yo_yon Suyono88,5,2026-05-09 15:26:47,Untuk saat ini nyaman belanja bersama Shoope..
Wilda Sahla,1,2026-05-09 15:26:01,tolong sisitem coinnya diperbaiki karena saat saya menukarkan coin sopi karena uang saya kurang 200 perak sistem tidak bisa mendeteksinya alhasil saya tidak bisa membeli barang tersebut (shopee pay)
Magriby Tansuir,5,2026-05-09 15:17:37,aku sudah kasi bintang lima skrg tingkat terus layanan nya
Wayan Sigra,5,2026-05-09 15:17:22,"​""Bintang 5 buat Shopee! Selalu puas dengan barang-barang yang saya beli, kualitasnya oke dan kuat. Pelayanan seller terbaik dan sangat membantu. Terima kasih Shopee sudah jadi platform belanja andalan saya!"""
Meivan Wahani,1,2026-05-09 15:15:33,tidak bisa aktifkan paylater
SANTOSO PUTRA,5,2026-05-09 15:11:18,kadang ada toko yang tidak amanah
Syaifudin Yusuf,1,2026-05-09 15:08:57,melebihi tanggal estimasi tolol banget jir
Askana Sakhi,5,2026-05-09 15:08:32,sukaaaaaa maksaih
Malik Rahim,5,2026-05-09 15:08:01,"sangat puas,lah mslah pelaynanx,is the best dech,buat shopee"
prince ryz,1,2026-05-09 15:07:59,"sekarang pengiriman lama terus tidak kayak dulu, pas masih sama j&t pasti pesanan cepet sampai kaya dulu"
Harum ilmiasa fatihah,1,2026-05-09 15:06:57,"aplikasi suka error, ngelag. padahal sinyal bagus. bad lah pokoknya mending belanja di app lain aja"
Widianto Reksa,5,2026-05-09 15:06:38,amat sangat bagus dari segi kiriman baguss pollll gak cacat
Qadri muhammad,1,2026-05-09 15:04:38,belanja dua kali udah lama nunggu malah dibatalkan sepihak sama shopee
Rudi Nur,5,2026-05-09 15:00:42,pengiriman tepat waktu dan barang tersegel serta kondisi baik
Dilah Bhawel,5,2026-05-09 15:00:40,bagus
Fifi Rahma00,1,2026-05-09 14:58:40,"kenapa sekarang Shopeefood nya mahal"" bgt ya? beli makanan harga 10k, kena ongkir 8k + biaya layanan aja sampe 6k, padahal gk jauh"" bgt kok warungnya. lebih mahal ongkir sama biaya layanannya dri pada harga makanannya. mau dapet voucher gratis ongkir pun cuma ngurang 1k doang, setengahan harga sama harga makanan nya. kikir bet dah"
Littlebunny,1,2026-05-09 14:57:31,"ganti hp pas login shopee pake berbagai macam metode terus diwajibkan verifikasi wajah udh berulang kali dicoba selalu dibuat sistem error' Woi yg bener ajaaa udh jelas yg punya akun siapa masa karna ganti perangkat atau hp jadi gabisa ngenalin, jelas jelas udh login email login dari wa pake sandi ahhh aplikasi bego"
gHr ndrn,5,2026-05-09 14:56:27,"Pengiriman cepat, alhamdulillah barang-barang aman dan dikemas dengan rapi, harga bersaing. Terima kasih shopee. *untuk pelanggan yang menyertakan alamat rumah bukan tempat anda tinggal, tolong jangan malas menyertakan Nomor yang bisa dihubungi atau keterangan tambahan agar kurir tidak bingung, terimakasih 🙏"
Nur Bangi,1,2026-05-09 14:56:09,"nge ganggu bnget di crome, aplikasi jelek tutup aja banyak penipuan sering nyedot saldo di dana atu bri, sebaik nya jangan di dowload"
Silvi Hariani,5,2026-05-09 14:55:54,"sangat membantu untuk keperluan rumah tangga,perabotan, keperluan dari bayi sampai dewasa semua sesuai terima kasih shopee"
Siti Mariam,5,2026-05-09 14:55:41,"aku ganti jadi ⭐️⭐️⭐️⭐️⭐️ sbelumnya aku kasih ⭐️⭐️⭐️ terimakasih shopee 8thn sudah ,barang ga pernah kecewa ,mau itu seller / mall"
Yau Toto,5,2026-05-09 14:53:34,cakep
Elpani Rosdianti,2,2026-05-09 14:52:40,saya seneng belanja disini tapi sangat disayang kan ketika beli makanan d shopefood harusnya pihak shope jangan bikin double double order gt jadinya bikin nunggu lama .
Almira Agis,5,2026-05-09 14:51:58,mantap
Ajeng Lucky,5,2026-05-09 14:50:03,shopee VIP emang mantabbbb
muhamad arfakhsyad,1,2026-05-09 14:49:11,perbaiki tuh sistem top up nya jngn di korup
Riandimiftah Riandi,5,2026-05-09 14:46:06,ok
gunawan wibi,2,2026-05-09 14:45:23,malas retus. kenapa sekarang pelayanan jelek jelek.
Ini Indah,1,2026-05-09 14:43:42,kali ini saya kecewa pengiriman sudah seminggu pesanan belum tiba stuck di semarang aja
Imam suwito,5,2026-05-09 14:43:23,Sangat puas pelayanan shopee
Yin Yeye,5,2026-05-09 14:40:12,mantap sangat membantu sekali👍👍👍
Edelina Situmeang,5,2026-05-09 14:38:47,lemarinya bagus gampang di pasang pengiriman jauh k sanger gak ad yg rusak padahal dosnya Uda ad yg kebuka²
Ayu Tria,5,2026-05-09 14:37:38,Bagus 👍
AfAn CooL,5,2026-05-09 14:37:01,oke
Adeline Putri,5,2026-05-09 14:36:28,tempat belanja tanpa ribet
d81 ucum,5,2026-05-09 14:32:25,sangat puas
Nisa Karimah,5,2026-05-09 14:30:35,banyak diskon mantp
Samudra Motor,5,2026-05-09 14:29:46,bagus
alfino firmansyah,5,2026-05-09 14:27:08,"AKU KASIH BINTANG 5 AGAR MUNCUL DI ATAS, TOLONG YAA APLIKASI NYA INI SUDAH BAGUS BNGT BANYAK DISKON JUGA TAPI SATU BERMASALAH DI PENGIRIMAN TOLONG GUDANG SORTIR DI BANDUNG ALIAS BANDUNG KOPO DC TOLONG DI PERBAIKI BANYAK PAKET YANG KEHALANG DISANA TERMASUK PAKET SAYA. 5 HARI DI KOPO DC."
Tio Tio,5,2026-05-09 14:26:10,josss
Miftah Hadi,5,2026-05-09 14:25:56,keren
saprianto tanjung,5,2026-05-09 14:24:50,"Shopee Payleter susah bner percaya keorang, ada saran lainkan supaya bisa kredit lebih baik"
New Cat Laugh,4,2026-05-09 14:23:36,Tolong yang tokonya tidak amanah ditutup aja
Ai Nurulfah,5,2026-05-09 14:23:20,sangat puas
Joni Panggabean,5,2026-05-09 14:21:35,ok mantul
Nyoman Sumarmita,5,2026-05-09 14:16:35,sangat membantu belanja keperluan rumah tangga dll.
Hatta,5,2026-05-09 14:15:04,belanja jadi gampang
Sirun Prasetyo Pajam,5,2026-05-09 14:13:21,terimakasih
Januariawan Widjaja,5,2026-05-09 14:11:13,cepat kirim nya
Pujiono Nonok,5,2026-05-09 14:10:38,Shopee jhosss...gandhoos
Fahmi Fahmi,5,2026-05-09 14:10:08,Amanah dan terjamin
Choirur Rozikin,5,2026-05-09 14:09:41,"Shopee belanja apa aja mudah,sangat membantu kebutuhan kita.terus berkembang.sukses"
Hibu Ran,3,2026-05-09 14:06:24,aplikasinya lemot sekali
Hafiz Ziwardana,5,2026-05-09 14:05:36,baik☺️☺️👍
Alviera Elqueena,1,2026-05-09 14:05:07,"udah langganan shopeevip ongkir nya tetep aja mahal, kecewa sih mending gausah langganan deh 🙏"
Yuni Ningsih,5,2026-05-09 14:04:44,"semenjak pindah ke shopee indonesia ini saya sangat puass,baget dan amanah 👍🏻🤗🙏🏻"
Aria PUTRA,1,2026-05-09 14:04:37,apalah pas mau liat pesanan lag banget padahal buka yg lain bisa dasar aplikasi aneh
Sofyan Solihin,5,2026-05-09 14:03:35,good
Mukhlis Siraju,5,2026-05-09 14:03:00,cepat dan tepat
Stepan Elbri,2,2026-05-09 14:01:54,"dari pihak kurir dan pengiriman barang tolong lain kali jgn terlalu lama dan kurir biasa gak menghubungi whatsapp customer.Terus juga bisa se'enak nya kurir meretur barang,karena dengan alasan lokasi pembeli tidak di temukan,padahal dri kurir nya yg tidak ada menghubungi kontak..."
Ekky Luskiana,5,2026-05-09 14:01:13,puas belanja di shopee.harga bersahabat
Rizki Fajrian,1,2026-05-09 13:59:37,pelayanan tidak memuaskan banyak iklan tidak penting pembeli diabaikan banyak prosedur tidak konsisten dan amanah.
V tv 7630,5,2026-05-09 13:58:16,ok lanjutt
Hasan asngari,5,2026-05-09 13:56:54,terang juga lampunya modelnya bagus
rachman efendi,5,2026-05-09 13:55:11,sesuai pruduk no tipu tipu
Adi Surya,5,2026-05-09 13:53:54,terbaik
Ipat Andi,1,2026-05-09 13:53:19,"makin jelek aja nih shopee,,, masa pesanan sata di batalin semua. udh ga serublanja di shopee"
Hasrat Bersama,5,2026-05-09 13:52:13,sangat puas belanja online semua lancar dan amanah terimakasih semuanya
bans twan,2,2026-05-09 13:51:29,"tiap buka shopee langsung masuk shopee live, ini sangat ganggu banget sih, bayangin aja kita buka di tempat rame atau ingin buka secara diam² saja, ee malah kedengeran suara shopee live, sumpah ganggu, seharusnya berikan keleluasan pada pengguna apakah ingin cari produk lewat shopee live atau scroll & pencarian di apk secara mandiri,. jujur saya lebih nyamandengan scroll atau lewat search product apa yang saya inginkan."
Ucil,1,2026-05-09 13:49:25,semua bagus mulai apk sampe jasa ekspedisi hanya karena ulah satu oknum kurir spx bisa bikin nama baik hancur tolong di evaluasi kurir spx di area pare kediri jawatimur yang suka chat pagi 09.29 bahkan sampai maghrib pesanan belom nyampe ( gak sekali dua kali tapi berkali kali ) hari ini 09 mei 2026 dan bahkan pembatalan pesanan bikin dokumentasi bukti pengiriman bukan foto rumah saya tapi foto rumah orànglain masih ada ss nya di saya tgl 03 mei 2026
Masfufah,5,2026-05-09 13:44:38,saya sangat puas banget belanja di Shopee belanja lebih mudah dan praktis tidak menyita waktu
Salamu Bgg,5,2026-05-09 13:35:51,selama ini baik-baik saja.
Denis Kaila,5,2026-05-09 13:35:25,bagus
MY ADVNTR,5,2026-05-09 13:33:49,oke
Leni Store,5,2026-05-09 13:33:39,yahbiasa
Jekiie •Vh,1,2026-05-09 13:32:35,"DULU CUMA 2-3 HARI SAMPAI LOKASI, SEKARANG 7-9 HARI BARU SAMPAI.. DISKON NYA DOANG GEDE TAPI KALAH CEPAT SAMA TOKOPEDIA URUSAN KURIRNYA"
Wahyuni Tok,5,2026-05-09 13:32:12,ok
Nurfit Fit,5,2026-05-09 13:32:00,"puas beli dishopeee ,love2 .sukses trus ya"
farros arkadea,5,2026-05-09 13:27:59,aplikasi yang bagus buat belanja online
Amira Mira,5,2026-05-09 13:26:06,sangat puas dengan shopee
Lilis Lilis rosliayati,5,2026-05-09 13:25:31,Bagus
Azizah Azka,5,2026-05-09 13:23:17,memuaskan selalu amanah
Angah Mat KoinG,5,2026-05-09 13:21:38,sangat membantu
Cecep Ahmad Sukandar,5,2026-05-09 13:21:29,"good fast respon, transaksi kuota & pulsa lanjay"
Rini Mumu,1,2026-05-09 13:18:39,"beberapa kali pesan paket tidak pernah sampai kemudian disuruh batalin, kocak shopenya"
Irsan,5,2026-05-09 13:18:02,selalu sesuai yang dipesan
Opan Kalimas,5,2026-05-09 13:17:45,aplikasi sangat bagus Buat Belanja online secara mudah ✌
