content_cleaned,label
soal voucher shopee enak banget banyak voucher dan gratis ongkir tapi aplikasinya agak lambat jadi berat harus sinyal kencang banget,1.0
aplikasi nya membantu buat orang yang males keluar,1.0
kenapa sih shopee sekarang pengiriman nya selalu lambat sampai bisa hari baru sampaipadahal sudah dalam perjalanan ke alamattapi defkripsi nya di tunda trus kenapa begitu yasampai saya samperin ke gudang shopee nya loh,0.0
bgus,1.0
tempat berbelanja paling murah,1.0
setiap mau return barang dishopee ga pernah diambilpadahal udh hari lebih tapi ga pernah diambil,0.0
bintang lima biar d bacaa aga heran sihh sama akun shoppe nyaa  kenapa ga bisa bayar cod harus lewat tf teruss kan aku jadi susah kalo mau chekout barang,1.0
oyoyoy,1.0
sangat membantu dalam keadaan normal,1.0
bagus si sbnrnya cmn skrg suka kesel grgr shopee foodnya lama bgt nyari drivernya lama pernah sampe sejam aku lupa batalin sampe dapet driver jam lebih kadang jg suka eror pesen makan resto jarak km malah keubah km suka bingung pokonya mines di driver doang lama bgt tolong itu knp bisa lama,1.0
oke bgt top sukses selalu shopee,1.0
makin kesini makin gak jelas saat cek harga harga awal  k saat cek out berubah ubah kadang k kadang k each jadi kita sebagai pembeli bingung mau cek out payah payah gak recomended mainin harga,0.0
ga usah sok manis krn aslinya ibls klen buat aturan makin mencekek pemgembalian produk pot  iklan rbprodukhr bahkan skrg lbh klen cekek hny krn dilihat isi habis rb utk  iklam ga sampe mnt habismau keln iklan jt sehr brp pastikan omsetklen pikir semua pemain besar ecom jhnam bkn krn klik lg bkn diringankan krn ada yg belibukan dukung umkn tp di bnh berlahanaku sumpahin klen yg buat aturan kelak kelen akan susah sulit kehidupan lalu dicekek lg zolim tdk ada nurani,0.0
tolong ya buat shopee uang saya belum juga di kembalikan dalam proses terus katanya nunggu x  jam tapi ini udah melebihi estimasi nya cs nya bilang tinggal di tunggu aja gak ada keterangan lain di tanyain lagi ke cs yang lain suruh ngisi form nya kenapa gak dari kemarin coba suruh ngisi nya kalo gini saya jadi nunggu lebih lama lagi,0.0
puas,1.0
sangat puas,1.0
aplikasi penipuan,0.0
kren,1.0
paket selalu saja ngestuck,0.0
sering berpindah ke aplikasi shopee sendiri dan itu sangat mengganggu,0.0
bintang dulu ya so msh banyak toko yg kurang amanah lain d pesan lain juga yg d kirim jd klo bisa shopee lbih selektif lagi,1.0
selalu puas belanja di shopee dan alhamdulillah barang yg aku pesen selalu sesuai,1.0
suka salah kirim paket,0.0
semoga di baca,1.0
shoppe knapa paket saya gak sampe² dah melebihi estimasi gak gerak sama sekali ini gimana ini,0.0
bagus nih aplikasi gua beli baju real madrid kualitas bagus banget udah gitu pengiriman nya gak lebih dari estimasi,1.0
pengiriman cepat,1.0
pihak shopee sanat lemot menangani masalah pesan barang ke pelapak disini sudah ada resi untuk pick up barang tapi barang tidak di serahkan ke jasa kurir dan chat penjual tidak di respon pengajuan pembatalan harus nunggu waktu lama sampai penjual merespon padahal penjual tidak merespon chat sangat kecewa shopee tidak bisa bantu mau cari barang di toko lain jadi terkendala harus menunggu di setujui pembatalannya belum lagi masalah lain,0.0
sangat membantu,1.0
sangat puasss pengembalian cepat dan kirim cepat,1.0
mantaf,1.0
mantap lah,1.0
bagus,1.0
keren,1.0
bagus,1.0
tolong ya cs nya bisa di edukasi buat nanganin masalah biar g template jawabnya,0.0
kenapa spyliter saya ngga bisa di pake,0.0
sangat puas,1.0
keren,1.0
selalu puas berbelanja di shopee  pengiriman selalu cepat dan harganya juga selalu terjangkau,1.0
kenapa ada pembatasan codjdi gk bisa mesan barang lagi saya,1.0
bagus banget sangat membantu sekali memudahkan untuk belanja dari rumah tanpa ribet keluar rumah belum lagi panasan polusi harus antre lagi cukup dengan rebahan buka aplikasi shopee tinggal pilih scrooll pokoknya aplikasi ter the best makasih ya sukses selalu,1.0
berbelanja d shopee pengantaran kurir nya bagus dan ramah,1.0
bagus untuk belanja online,1.0
online mall terbaik aqohhh sementara ini buat yang komentar aplikasi lemot bikin hp lemotheyyy hellow di update makanya aplikasinya tiap tanggal kembar pay day itu pasti ada update ada promo baru voucher baru aplikasi itu gak cuman staytapi di updatesesimpel itu trus hp gadget kalian juga di updatecek sistem update di pengaturan hp kalian jangan nyalahin aplikasi kalo hp kalian lemot cek update berkala atau nyalakan otomatis update di jaringan apapun,1.0
mantap sangat membantu,1.0
ok bngt,1.0
berbelanja sangar aman dan nyaman,1.0
sangat membatu,1.0
shopee teman dalam berbisnis dengan adanya aplikasi shopee ini secara online saya diberi kemudahan dalam melakukan transaksi sehari hari dalam kebutuhan pribadi dan bisnisterima kasih shopee semoga kedepannya lbh bertambah maju dan sukses selalu,1.0
sangat memuasakan,1.0
nice so fast,1.0
ni saya kasih bintang  tolong diperbaiki semoga bukan pengguna vip aja yg bagus layanan nyabanyak vidio produk yang pakek ai jadi g bisa lihat yg asli barangny bagus atau tidakjadi tidak sesuaiditambah notif pengiriman lambat terima kasih,1.0
bisa nggak si kasih fitur nomer pengirim barangnya supaya bisa ngasih tau misal lagi g dirumahnaroh uangnya dimana gitu,1.0
sangat baik pelayanan,1.0
aplikasi belanja tidak ada perlindungan dari penjual nakal saya beli kaos datengnya kardus ama sendal jepitstts kiriman masih di jasa pengiriman tapi barang sudah datenguntuk return juga akhirnya tidak bisa,0.0
sangat puas,1.0
biar di baca telat notif nya tangal nya jga,1.0
pengirimannya lama banget udah hampir hari gak dikirim kirim x juga paketnya ditunda sama kurirnya memangnya ada kendala apa sampek ditunda x pengirimannyaganti ajalah ekspedisi nya lama banget spx gajelass udah chat di ig shoope juga tapi tetep disuruh menunggu sampek estimasi yang ditentukan udah x loh ditunda paketnya ekspedisi gak jelasss,0.0
sementara  dulu ya masih ada kekurangan,1.0
sangat memuaskan,1.0
baru pertama pke quris sopeepay cepet itungan detikluar biasajos gendos,1.0
ada apa dengan pengiriman shopee nih masa barangnya diputer udah mau sampai malah dibalik ke sortiran lagi kan lucu chat dengan cs tidak dapat melayani gimana ni mohon bantuannya,1.0
iklan nya sangat meresahkan,0.0
suka,1.0
lanjut,1.0
makin kesinih jelek banget dikit pelanggaranpadahal ga macem,0.0
terpercayamurah dan pengiriman cepat,1.0
shopee mantap is the best,1.0
promo nya mantap lebih banyak lebih seru,0.0
kurir shopee express nya gaje ud  hari paket di kurir ga sampai hari ke  ga sampai juga saya kasih bintang,1.0
kek mana ni min paket saya stuck di tanggerang mulu hampir  bulan,0.0
ya sangat membantu dan banyak barang yg saya udah pesan,1.0
optimalisasi aplikasinya masih buruk nyari barang a yg keluar malah iphone dan ntah kenapa default nya selalu iphone dimohon optimalkan lagi aplikasinya karena saya juga sering belanja disini,0.0
shope memang banyak menolong belanja online,1.0
cepat tepat akurat,1.0
kemarin ada pesen barang mau return tapi susah prosesnya jadinya ya nggak jadi return barang gletak aja di rumah sekarang beralih ke apk tt,0.0
shoppe memang mantap dechapa pun yg mau dibeli smua adacara pengajuan nya juga tidak ribetpokoknya the bestsy suka menggunakan aplikasi inisemoga tambah sukses dech tuk shopee,1.0
bisa gasii tau tempat kalo narok iklan ujian gue jadi telat ngumpulll,1.0
puas,1.0
jgn sekali pakek espedisi spx dari shope lemot parah nggak x paket aja yang awal nya estimasi hari jadi hari badahal di kota besar bukan di desa mending pakek espedisi yang lain,0.0
puas,1.0
mau cari apapun ada aplikasi mudah digunakan bagi pemula,1.0
baik,1.0
ok bgs sngt membantu dlm perbelanjaan,1.0
aplikasi yang sangat bermanfaat untuk mencari barang yg di butuhkan tanpa harus pergi ke toko langsung juga untuk layanan foodnya sangat membatu ketika malam ingin makan namun tidak ada kendaraan shopeefood solusinyaterimakasih sukses selalu untuk shopee,1.0
apk kagak berguna setiap gw mau instal di chrome selalu muncul ini di harahin ke apk gua kagak mau beli mohon jangan memaksa masuk ke apknya,0.0
terus tingkatkan layannan baiknya,1.0
heran barang sdh di bayar pas pengembalian dana susah skali masa alasan ga jelas,0.0
kenapa kok skrg kalo pengiriman barang besar ada tambah bea ukuran khusus pdhal ekspedisi sudah milih yg kargo plis namanya aja kargo ya pasti barang kirimannya gede masa diatas kg udah ada bea ukuran khusus kalo pake reguler tuh baru make sense ada bea ukuran khusus tapi ini kargo kargo yg dikirimnya ke alamat tuh pake mobil gila bgt kamu ambil untungnya ya,0.0
bagus,1.0
keren,1.0
paling the best,1.0
biayabiaya yang ditanggung penjual naik teruuuusss,0.0
skrang ini lemot bner pengiriman shopee  minggu lebih trus bru dateng sedikit masukan klo cari tendr jasa kirim agak bagusan dikit,0.0
mantap shopee,1.0
senang sekali pakai aplikasi ini aku bisa belanja murah,1.0
jadi afiliator komisi ga seberapa maaukin data pajak aja sulit bg harus npwp yg di padankan  npwp aja napa sih  gausah aneh aneh kebanyakan ini itu,0.0
mudah,1.0
kenapa setiap top up tidak ada namanya ya  pengirimannya lama kadang  hari  hari gak bisa instan ya,1.0
aktivitas tidak wajar,0.0
shopee sangat responsif terhadap keluhan konsumen ok banget,1.0
shopee sangat sangat membantu untuk kami dalam hal belanja dan lainnya terima kasih shopee lancar dan sukses,1.0
spx instant rasa reguler pesanan belum di pickup up udah  hari reguler gratis ongkir dan spx instant berbayar bukannya auto ganti ekspedisi ini malah masih spx instant terus sampai kapan mau di pickup ini barang mau di pakai urgent kapok makai spx instant tau gitu makai reguler saja,0.0
sangat bagus,1.0
ok,1.0
sangat membantu,1.0
terbaik,1.0
saya kecewa kali barang pesanan saja di translateini saja di suruh nunggu ke  kalisaya udah malasngak bakalan barangnya saya ambillebih baik saya pakai jasa pengiriman yg lain,0.0
update terbaru orderan tidak bisa langsung di nilai sebelum masa tenggang habis,1.0
iklan di tik tok suka ngeselin,0.0
baguus,1.0
tolol shoope gk guna paket lama dtng pelayanan cs jg gk guna udh laporan tpi msih ga ada perubahan,0.0
respon nya cpat sy suka,1.0
soal harga terbaikkk,1.0
aplikasi bgs,1.0
ok,1.0
aplikasinya keluar suara video terus padahal browsing doang mengganggu padahal awal nggak liat video,0.0
solusi belanja online,1.0
sudah  minggu saldo gak bisa di tarik verif di gagalin trus sama sistem cs dihubungi gak bisa menyelsaikan cuma bisa nyuruh yg gek jelas kalo sekedar saran upload kita juga tau yang jadi masalah sudah sesuai masih di tolak npwp kenapa format sudah terbaru,0.0
fitur cod hilang,1.0
luarbiasa,1.0
cepat dan nyaman,1.0
mantap,1.0
puas,1.0
sangat baik dan mudah walaupun untuk pemula seperti saya,1.0
shopee smakin terdepan,1.0
jelek banget pengiriman lama banget udah ditanya tanya ga di jawab sama shopee nya jangan ada yang dong download,0.0
shoope luar biasa mudahnya,1.0
pengiriman nya bermasalah lama sekali trus tiba tiba di kembalikan ke penjual gara gara gak di kirim dan lewat estimasi stuck di dc selama  hari sepertinya paket saya hilang,0.0
peraturan komunitas shopee terlalu kejam pengajuan banding tidak berlaku,0.0
q iku,1.0
kw kw barangnya jangan di beli,1.0
shopee curang katanya estimasi datang nya tgl  sampai sekarang tgl  ga nyampe² malah di ubah estimasi nya jadi tgl  sampe  ga dapet barangnya dan kompensasi sangat tidak amanah,0.0
pengiriman lama banget udah mana keburu dipakee salah ruteee hadehhhhh,0.0
coba tolong shope pengiriman nya dipercepat udah platinum udah member vip gak pernah di prioritasin belanja di shope udah puluhan juta tapi pengiriman nya lama banget,1.0
mantap,1.0
apk yg bagus untuk belanja onlain,1.0
baik,1.0
utk team it shopee tlg dicek lg ya sejak naik versi srg ngeleg pd hal sinyal wifi normalsinyal data bagusdisaat buka aplikasi susah banget,1.0
mantap,1.0
aplikasi ini luar biasa,1.0
smoga lancar,1.0
mantap,1.0
di uramakan klo order online,1.0
pengiriman lama nyangkut di bekasi ga kelar,0.0
bagus,1.0
okey,1.0
mempermudah belanja online,1.0
kenapa gk bisa cod,0.0
apk lelet pengirimannya lama bngt saya sebagai seller rugi besar paket sering balik lagi karna keterlambatan pengiriman  biaya layanan ga kira udh mahal tapi nyampe ke pelanggannya lama banget,0.0
respon cepat,1.0
untuk shopeenya udah bagus menurutku tapi untuk pengiriman spx amat sangat mengecewakan jauh dari kata professional order barang udah beberapa kali notif pembeli tidak dapat dihubungitidak ada ditempat padahal wa aja nggak saya dirumah terus nunggu tuh paket harusnya diseleksi lagi kurir yg males nganter seperti ini dulu pengantaran pake selain spx selalu sampai  tepat waktu malah sebelum estimasi udah sampe setelah pake spx ini bisa telat beberapa hari amat sangat mengecewakan,0.0
beli barang di shopee selalu sesuai ekspektasi terima kasih shopee kalian terbaik,1.0
good,1.0
best,1.0
belanja lebih mudah,1.0
benerin tu qris lu app ampas,0.0
kenapa logo  originalnya di hilangkan,1.0
baru saja dicoba belanja di shopee ini masya allah sangat puas dengan hasilnya,1.0
mantap jiwa,1.0
mohon bantuannya pihak terkait sy transfer ke akun shopee milik pribadi kok belum masuk masuknominal hampir juta pdhal di rekening sudah terpotong saldo pengaduan ke cs tdk ada kelanjutan sudah  hari ini,0.0
suka banget belanja online disini serba mudah,1.0
mantap,1.0
bagus,1.0
pusat belanja on line yg lengkap,1.0
oke,1.0
benci sering iklan digame normal,0.0
lihat bintang,1.0
nilai malaikat,1.0
lumayan cepat,1.0
mudah mudahan selama saya belanja di syoopi saya merasa puas trimakasih shoopi,1.0
spinjam tak kunjung bisa dicairkan sudah lunas bertahun,0.0
puas,1.0
sangat memuaskan dan membantu,1.0
mantap gratiss ongkir nya keren dan voucer nya gilaaaaaa banget,1.0
sebenarnya bermanfaat tapi semakin kesini aplikasi semakin sulit diakses lelet tak bisa jalan malahan keluar notifikasi yg telah lewat minggu yg lalu dan sudah direview  ini aplikasi apa sih kok semakin semrawut,0.0
shopee sangat berguna,1.0
good mantap,1.0
barang sesuai pesanan,1.0
makin bagus tapi seller yang abalabal tolong di blacklist dan dihapus saja terima kasih banyak shoope dan kurir pengiriman yang baik hati,1.0
keren hrgany bgus dbanding yg lainlengkap qpa aja ada bsa gk si adminnya jgn bnyk²,1.0
aplikasi bagus buat shopping tapi iklan nya di tiktok ama apk lainnya g ngotak jadi ana kasih bintang  aja,0.0
pelayananbaik,1.0
benci bgt sama iklan shopee karena ga pencet apapun selalu ke aplikasi nya ganggu tau ga,0.0
shopee mesih perluh melakukan peningkatan manajemen krna kadang barang tdk sesuai dgn pesanan,1.0
dengan ada nya aplikasi shopee saya belanja nya lebih mudahmantap lah pokok nya,1.0
belanja lebih mudah dan banyak toko pilihan,1.0
kak ini gimana sih katanya nyampe barangnya tanggal  tapi sampe sekarang gak nyampe nyampe aku pesen dari senin udah seminggu ini gak datangdatang paketnya mau dibatalin gak bisa pas udah proses pengiriman tibatiba pengirimannya di tunda udah berkalikali kayak gini sumpah udah seminggu gak datangdatang ni paket,1.0
bagus,1.0
sering llouding iklan shopie sangat menggangu di hpku,0.0
banyak barang palsu,1.0
bgus,1.0
shopee belanja lebih mudah,1.0
sering keluar keluar,0.0
good price apalagi kalau pas tanggal kembar,1.0
sesuai dengan pesanan,1.0
aplikasi sangat bagus untuk belanja online,1.0
gak bisa di donglowd,0.0
shopee makin merajalela ngambil kendali di hp ya lagi nonton drama ga pernah mencet ads ataupun ada iklan shopee eh tiba² ngebuka shopee,0.0
belanja aman,1.0
maannnttaaappp,1.0
paket datang suka telat dan main rerur aja tanpa konfir masi ke pelanggan,0.0
mantul banget aplikasi ne shopee nyaaa bisaa belanja tinggal tungguin di rmh gak ribet jugaaa,1.0
aplikasi yang bisa saya andalkan untuk berbelanja online utamanya,1.0
bagus,1.0
semua kebutuhan saya beli dishopee,1.0
saya senang dengan adanya shopeememudahkan kita untuk berbelanjaya walaupun terkadang ada juga datang barang yang dipesan tidak sesuai tapi kita juga maklumitu bukan kesalahan dari kurirtugas kurir hanya mengantar barangya untuk kedepannyasemoga kedepannya lebih baik lagi,1.0
spam iklan berkali² dr aplikasi game dan muncul sendiri tanpa di klik itu ganggu banget ngiklan yg wajar aja shopee,0.0
belanja lewat shopee pilihanku,1.0
pelayanan shopee untuk saat ini sangat mengecewakan paket stuk berhari hari tidak ada pergerakan lebih lanjut tolonglah kedepanya lebih diperhatikan keluhan dan complain para costumer,0.0
shope memang sangat menyenangkan sekali dapat belanja dengan mudah tanpa ribet,1.0
seru sekali aku saja sampai beli kucing,1.0
jijik tiap kali buka aplikasi lain malah diarahkan ke shopee mana tiap kali buka langsung ke videonya terus aplikasi rese,0.0
bagus,1.0
kurang,1.0
oke,1.0
lamaaaaaa bgtttt pengiriman shopeee sekarang kecewa buruqqq,0.0
puas,1.0
bisa cicing teu si sia shopee aing teh ker maca wp teu mncet nanaon tiba² langsung sa shopee jir ganggu nygo teu sih sia teh cicing ngajedog waktuna di buak jng cekout nh ke gh di cekout ulh ker maca wp tiba² beralih ka shopee pan ganggunv jingan sajam cuma bulak blik wp jng shopee doang ganggunf ajj ngajedog bisa kan bngke bngt,0.0
ya lumayan lah walaupun kurir nya ke eek,1.0
stop muncul anjir lgi baca novel tiba kebuka apk lo,0.0
loginnya susah x ud verif nomer di wa tetepppp aja suruh verif email lg ribet sulit aneh,0.0
bgus,1.0
mantap bagus cuma paylater ja gak naik² ud  tahun,1.0
kenceng abis shoppee josjis,1.0
aplikasi busukkk,0.0
terlalu banyak endorseiklan sampe nonton youtube pun tidak tenang karna ada iklan shopee dilayar sangat sekali mengganggu,0.0
shope jaga percayan nasabah ya kirim cakep dan cepat saya suka shope,1.0
membabtu,1.0
shopee adalah platform belanja terpercaya dan terbaik tampilan mudah dipakai barang lengkap harga bersaing dan pengiriman aman program loyalitasnya sangat menguntungkan pengguna setia sangat direkomendasikan pertahankan kualitasnya,1.0
adanya aplikasi shopee ini sangat membantu kebutuhan pinansial saya terimakasih shopee semoga selalu jaya,1.0
mudah dan terpercaya,1.0
mantap semuanya lengkap,1.0
iklannya maksa banget untuk baitclick,0.0
kerana lebih mudah kalau mau beli barang gak perlu keluar jauh²,1.0
bagus,1.0
makin marak seller penipuan tolong admin aplikasi oren ini lebih teliti lagi terkait seller,0.0
barang datang sesuai kok sama pesanan,1.0
good,1.0
mantap,1.0
okey wort it,1.0
makin kesini makin busuk ide tim ui nya entah kemana fitur pesanan diterima nya dan juga riwayat transaksi shopeepay malah ga diprioritaskan dihalaman utama bd,0.0
trkadang trganggu dngan bbrpa kurir yg tidak amanah yg suka melebihkan hargaknpa gk kya dulu sih harga trtera di barang nya biar gk ada pmbodohan trhadap pmbeli dan kurir pun tdak bsa brbohong soal harga,1.0
membantu,1.0
oke nice,1.0
banyak iklan dari aplikasi lain anjg nge ganggu,0.0
payah shopee telat sekali aja langsung diblokir berbulan bulan  gak liat histrori sebelumnya gk pernah telat aplikasi sebelah krdtv aja bisa dipake kok sudah ke cs berkali kali pengajuan gk ada hasil yasudahlah,0.0
lo ngasih promo besar jangan penguna baru aja ya biar kita sering belanja,1.0
good,1.0
